Name,Author,Created,Vendor,CVE,ExpectedLocations,VulnerableExecutablePath,VulnerableExecutableType,VulnerableExecutableAutoElevated,VulnerableExecutablePrivilegeEscalation,VulnerableExecutableCondition,VulnerableExecutableSHA256,VulnerableExecutableEnvironmentVariable,Resources,Acknowledgements,URL
"msvcp110_win.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\appidpolicyconverter.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html"
"msvcp110_win.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dmcertinst.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html"
"msvcp110_win.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dmomacpmo.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html"
"msvcp110_win.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\locationnotificationwindows.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html"
"msvcp110_win.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\mdmagent.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html"
"msvcp110_win.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\mdmappinstaller.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html"
"msvcp110_win.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\omadmclient.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html"
"msvcp110_win.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\provlaunch.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html"
"msvcp110_win.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\provtool.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html"
"msvcp110_win.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\windowsactiondialog.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/msvcp110_win.html"
"msvcr100.dll","Wietze Beukema","2022-09-26","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Java\jre%VERSION%\bin\javacpl.exe","Sideloading","","","","","","https://twitter.com/SBousseaden/status/1530595156055011330","Samir (@sbousseaden)","https://hijacklibs.net/entries/microsoft/built-in/msvcr100.html"
"mswb7.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\control.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/mswb7.html"
"mswb7.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\explorer.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/mswb7.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\alg.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\curl.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\devicecensus.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\finger.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\fsquirt.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\ftp.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\hostname.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\nbtstat.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\nslookup.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\rpcping.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\stordiag.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Google\Chrome\Application\chrome.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft\Edge\Application\msedge.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Mozilla Firefox\firefox.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\excel.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\outlook.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\powerpnt.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\winword.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%APPDATA%\Zoom\bin\zoom.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\WindowsApps\MicrosoftTeams%VERSION%\msteams.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"mswsock.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft\EdgeWebView\Application\%VERSION%\msedgewebview2.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/mswsock.html"
"msxml3.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wordpad.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/msxml3.html"
"mtxclu.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\msdtc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/mtxclu.html"
"napinsp.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\ftp.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/napinsp.html"
"napinsp.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\hostname.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/napinsp.html"
"napinsp.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\stordiag.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/napinsp.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\certreq.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\certutil.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\clipup.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dmcertinst.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dnscmd.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dsregcmd.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\filehistory.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ncrypt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\sgrmbroker.exe","Sideloading","","","","","","https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/ncrypt.html"
"ndfapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\msra.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/ndfapi.html"
"ndfapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/ndfapi.html"
"ndfapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dpiscaling.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/ndfapi.html"
"ndfapi.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\slui.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/ndfapi.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\appvclient.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\bootcfg.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\certutil.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dcdiag.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dfscmd.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dfsdiag.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dfsrdiag.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dfsutil.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dnscmd.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dsadd.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dsget.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dsquery.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\ie4uinit.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\mstsc.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\qappsrv.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\spaceagent.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netapi32.dll","Chris Spehn","2021-08-16","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wbengine.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netapi32.html"
"netid.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\systempropertiesadvanced.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netid.html"
"netiohlp.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netsh.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netiohlp.html"
"netjoin.dll","Chris Spehn","2021-08-17","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netdom.exe","Sideloading","","","","","","https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/netjoin.html"
"netplwiz.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netplwiz.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/netplwiz.html"
